"reporting_year","station_eu_code","date","C6H6"
2020,"IT0861A",2020-03-18,1.33333333333333
2020,"IT0861A",2020-03-19,1
2020,"IT0861A",2020-03-20,1
2020,"IT0861A",2020-03-21,1
2020,"IT0861A",2020-03-22,1
2020,"IT0861A",2020-03-23,1
2020,"IT0861A",2020-03-25,1
2020,"IT0861A",2020-03-26,1
2020,"IT0861A",2020-03-27,1
2020,"IT0861A",2020-03-28,1.25
2020,"IT0861A",2020-03-29,1
2020,"IT0861A",2020-03-30,1
2020,"IT0861A",2020-03-31,1
2020,"IT0861A",2020-04-01,1
2020,"IT0861A",2020-04-02,1
2020,"IT0861A",2020-04-03,1.16666666666667
2020,"IT0861A",2020-04-04,1
2020,"IT0861A",2020-04-05,1
2020,"IT0861A",2020-04-06,1
2020,"IT0861A",2020-04-08,1
2020,"IT0861A",2020-04-09,1
2020,"IT0861A",2020-04-10,1
2020,"IT0861A",2020-04-11,1
2020,"IT0861A",2020-04-16,1
2020,"IT0861A",2020-04-17,1
2020,"IT0861A",2020-04-19,1
2020,"IT0861A",2020-04-20,1
2020,"IT0861A",2020-04-22,1
2020,"IT0861A",2020-04-23,1
2020,"IT0861A",2020-04-30,1
2020,"IT0861A",2020-05-04,1
2020,"IT0861A",2020-05-06,1
2020,"IT0861A",2020-05-07,1.5
2020,"IT0861A",2020-05-08,2
2020,"IT0861A",2020-05-09,1
2020,"IT0861A",2020-05-10,1
2020,"IT0861A",2020-05-11,1
2020,"IT0861A",2020-05-12,1
2020,"IT0861A",2020-05-13,1.5
2020,"IT0861A",2020-05-14,1.33333333333333
2020,"IT0861A",2020-05-17,1.5
2020,"IT0861A",2020-05-20,1.4
2020,"IT0861A",2020-05-24,1
2020,"IT0861A",2020-05-25,1
2020,"IT0861A",2020-05-26,2
2020,"IT0861A",2020-05-27,1
2020,"IT0861A",2020-05-28,1
2020,"IT0861A",2020-05-29,1.6
2020,"IT0861A",2020-05-30,1.25
2020,"IT0861A",2020-06-01,1
2020,"IT0861A",2020-06-02,1
2020,"IT0861A",2020-06-03,1
2020,"IT0861A",2020-06-04,1.5
2020,"IT0861A",2020-06-06,1
2020,"IT0861A",2020-06-07,1
2020,"IT0861A",2020-06-09,2
2020,"IT0861A",2020-06-10,1.5
2020,"IT0861A",2020-06-11,1.5
2020,"IT0861A",2020-06-12,1.25
2020,"IT0861A",2020-06-13,1
2020,"IT0861A",2020-06-14,1
2020,"IT0861A",2020-06-15,1
2020,"IT0861A",2020-06-16,1.33333333333333
2020,"IT0861A",2020-06-18,2
2020,"IT0861A",2020-06-20,1
2020,"IT0861A",2020-06-21,2.5
2020,"IT0861A",2020-06-22,2
2020,"IT0861A",2020-06-23,1
2020,"IT0861A",2020-06-24,2
2020,"IT0861A",2020-06-25,1
2020,"IT0861A",2020-06-26,1.5
2020,"IT0861A",2020-06-27,1
2020,"IT0861A",2020-06-28,1
2020,"IT0862A",2020-01-01,4
2020,"IT0862A",2020-01-02,3.5
2020,"IT0862A",2020-01-04,4
2020,"IT0862A",2020-01-05,3.5
2020,"IT0862A",2020-01-06,1.75
2020,"IT0862A",2020-01-07,3
2020,"IT0862A",2020-01-08,4
2020,"IT0862A",2020-01-09,4
2020,"IT0862A",2020-01-10,4.5
2020,"IT0862A",2020-01-11,1
2020,"IT0862A",2020-01-12,1.66666666666667
2020,"IT0862A",2020-01-13,4.66666666666667
2020,"IT0862A",2020-01-14,4
2020,"IT0862A",2020-01-15,2.33333333333333
2020,"IT0862A",2020-01-16,3
2020,"IT0862A",2020-01-17,4.33333333333333
2020,"IT0862A",2020-01-18,1
2020,"IT0862A",2020-01-19,1
2020,"IT0862A",2020-01-20,1
2020,"IT0862A",2020-01-21,1.125
2020,"IT0862A",2020-01-23,4
2020,"IT0862A",2020-01-24,4
2020,"IT0862A",2020-01-25,1
2020,"IT0862A",2020-01-26,3
2020,"IT0862A",2020-01-27,2
2020,"IT0862A",2020-01-28,1
2020,"IT0862A",2020-01-29,1
2020,"IT0862A",2020-01-30,3
2020,"IT0862A",2020-01-31,2
2020,"IT0862A",2020-02-01,1.14285714285714
2020,"IT0862A",2020-02-03,1
2020,"IT0862A",2020-02-04,1
2020,"IT0862A",2020-02-05,1
2020,"IT0862A",2020-02-06,3
2020,"IT0862A",2020-02-08,4
2020,"IT0862A",2020-02-09,2
2020,"IT0862A",2020-02-10,2.25
2020,"IT0862A",2020-02-12,1
2020,"IT0862A",2020-02-13,1.5
2020,"IT0862A",2020-02-14,2.25
2020,"IT0862A",2020-02-15,1
2020,"IT0862A",2020-02-16,2
2020,"IT0862A",2020-02-17,1.33333333333333
2020,"IT0862A",2020-02-18,2.5
2020,"IT0862A",2020-02-19,1
2020,"IT0862A",2020-02-20,2
2020,"IT0862A",2020-02-21,2.8
2020,"IT0862A",2020-02-22,1.5
2020,"IT0862A",2020-02-23,1
2020,"IT0862A",2020-02-24,1
2020,"IT0862A",2020-02-25,1
2020,"IT0862A",2020-02-27,1.16666666666667
2020,"IT0862A",2020-02-28,2.5
2020,"IT0862A",2020-02-29,2.71428571428571
2020,"IT0862A",2020-03-01,1
2020,"IT0862A",2020-03-03,1.66666666666667
2020,"IT0862A",2020-03-04,1.5
2020,"IT0862A",2020-03-05,1.5
2020,"IT0862A",2020-03-06,1
2020,"IT0862A",2020-03-07,1
2020,"IT0862A",2020-03-08,2
2020,"IT0862A",2020-03-09,2
2020,"IT0862A",2020-03-10,1.16666666666667
2020,"IT0862A",2020-03-12,2.375
2020,"IT0862A",2020-03-14,1
2020,"IT0862A",2020-03-16,1
2020,"IT0862A",2020-03-17,1.33333333333333
2020,"IT0862A",2020-03-18,1
2020,"IT0862A",2020-03-19,1
2020,"IT0862A",2020-03-20,1
2020,"IT0862A",2020-03-22,1
2020,"IT0862A",2020-03-24,1
2020,"IT0862A",2020-03-29,1
2020,"IT0862A",2020-03-30,1
2020,"IT0862A",2020-04-01,1
2020,"IT0862A",2020-04-03,1
2020,"IT0862A",2020-04-04,1
2020,"IT0862A",2020-04-05,1
2020,"IT0862A",2020-04-06,1
2020,"IT0862A",2020-04-09,1
2020,"IT0862A",2020-04-10,1
2020,"IT0862A",2020-04-11,1
2020,"IT0862A",2020-04-16,1
2020,"IT0862A",2020-04-17,1
2020,"IT0862A",2020-04-18,1
2020,"IT0862A",2020-04-19,1
2020,"IT0862A",2020-04-20,1
2020,"IT0862A",2020-05-07,1
2020,"IT0862A",2020-05-08,1
2020,"IT0862A",2020-05-11,1
2020,"IT0862A",2020-05-12,1
2020,"IT0862A",2020-05-14,1
2020,"IT0862A",2020-05-18,1
2020,"IT0862A",2020-05-19,2
2020,"IT0862A",2020-05-21,1
2020,"IT0862A",2020-05-22,1
2020,"IT0862A",2020-06-09,1
2020,"IT0862A",2020-06-11,1
2020,"IT0862A",2020-06-13,1
2020,"IT0862A",2020-06-22,1
2020,"IT0862A",2020-06-23,1
2020,"IT0862A",2020-06-24,1
2020,"IT0862A",2020-06-25,1
2020,"IT0862A",2020-06-26,1
2020,"IT0862A",2020-06-27,1
2020,"IT0950A",2020-01-01,2.5
2020,"IT0950A",2020-01-02,4
2020,"IT0950A",2020-01-03,4
2020,"IT0950A",2020-01-04,2.2
2020,"IT0950A",2020-01-05,1
2020,"IT0950A",2020-01-06,1
2020,"IT0950A",2020-01-07,1.75
2020,"IT0950A",2020-01-08,4
2020,"IT0950A",2020-01-09,1.5
2020,"IT0950A",2020-01-10,2
2020,"IT0950A",2020-01-11,2.5
2020,"IT0950A",2020-01-12,1.5
2020,"IT0950A",2020-01-13,5
2020,"IT0950A",2020-01-14,4
2020,"IT0950A",2020-01-15,4
2020,"IT0950A",2020-01-18,2.33333333333333
2020,"IT0950A",2020-01-19,1
2020,"IT0950A",2020-01-21,1
2020,"IT0950A",2020-01-22,3.33333333333333
2020,"IT0950A",2020-01-23,3.33333333333333
2020,"IT0950A",2020-01-25,2.66666666666667
2020,"IT0950A",2020-01-26,2
2020,"IT0950A",2020-01-27,2.5
2020,"IT0950A",2020-01-30,1
2020,"IT0950A",2020-02-03,1
2020,"IT0950A",2020-02-05,1.25
2020,"IT0950A",2020-02-07,2.2
2020,"IT0950A",2020-02-08,2.5
2020,"IT0950A",2020-02-09,1.5
2020,"IT0950A",2020-02-12,1.5
2020,"IT0950A",2020-02-13,1.66666666666667
2020,"IT0950A",2020-02-16,2.5
2020,"IT0950A",2020-02-17,3
2020,"IT0950A",2020-02-18,1.66666666666667
2020,"IT0950A",2020-02-20,3
2020,"IT0950A",2020-02-21,2.4
2020,"IT0950A",2020-02-23,2
2020,"IT0950A",2020-02-24,3
2020,"IT0950A",2020-02-25,2
2020,"IT0950A",2020-02-26,1
2020,"IT0950A",2020-02-27,1
2020,"IT0950A",2020-02-29,1.5
2020,"IT0950A",2020-03-01,1
2020,"IT0950A",2020-03-04,2.5
2020,"IT0950A",2020-03-05,2
2020,"IT0950A",2020-03-09,1
2020,"IT0950A",2020-03-10,1.5
2020,"IT0950A",2020-03-11,1.5
2020,"IT0950A",2020-03-12,3.25
2020,"IT0950A",2020-03-13,1
2020,"IT0950A",2020-03-14,3
2020,"IT0950A",2020-03-15,1
2020,"IT0950A",2020-03-16,1
2020,"IT0950A",2020-03-17,1
2020,"IT0950A",2020-03-18,1
2020,"IT0950A",2020-03-19,1
2020,"IT0950A",2020-03-20,1.66666666666667
2020,"IT0950A",2020-03-21,1
2020,"IT0950A",2020-03-22,1
2020,"IT0950A",2020-03-24,1
2020,"IT0950A",2020-03-25,1
2020,"IT0950A",2020-03-26,1
2020,"IT0950A",2020-03-27,1
2020,"IT0950A",2020-03-28,1
2020,"IT0950A",2020-03-29,1
2020,"IT0950A",2020-03-30,1
2020,"IT0950A",2020-04-02,1.5
2020,"IT0950A",2020-04-03,1
2020,"IT0950A",2020-04-04,1
2020,"IT0950A",2020-04-06,1
2020,"IT0950A",2020-04-07,1
2020,"IT0950A",2020-04-08,1
2020,"IT0950A",2020-04-13,0
2020,"IT0950A",2020-04-14,0
2020,"IT0950A",2020-04-15,0
2020,"IT0950A",2020-04-16,0
2020,"IT0950A",2020-04-17,0
2020,"IT0950A",2020-04-22,1
2020,"IT0950A",2020-04-23,1
2020,"IT0950A",2020-04-28,1
2020,"IT0950A",2020-05-01,1
2020,"IT0950A",2020-05-12,1
2020,"IT0950A",2020-05-14,1
2020,"IT0950A",2020-05-16,1
2020,"IT0950A",2020-05-20,1
2020,"IT0950A",2020-05-22,1
2020,"IT0950A",2020-05-26,1
2020,"IT0950A",2020-05-28,1
2020,"IT0950A",2020-05-30,1
2020,"IT0950A",2020-06-16,1
2020,"IT0950A",2020-06-17,1
2020,"IT0950A",2020-06-22,1
2020,"IT0950A",2020-06-23,1
2020,"IT0950A",2020-06-24,1
2020,"IT1654A",2020-01-01,2
2020,"IT1654A",2020-01-02,4
2020,"IT1654A",2020-01-03,2.66666666666667
2020,"IT1654A",2020-01-04,3.5
2020,"IT1654A",2020-01-05,5
2020,"IT1654A",2020-01-07,3
2020,"IT1654A",2020-01-08,1.5
2020,"IT1654A",2020-01-09,3
2020,"IT1654A",2020-01-10,4
2020,"IT1654A",2020-01-11,4
2020,"IT1654A",2020-01-12,1
2020,"IT1654A",2020-01-13,2.33333333333333
2020,"IT1654A",2020-01-14,3
2020,"IT1654A",2020-01-15,2.8
2020,"IT1654A",2020-01-16,2.5
2020,"IT1654A",2020-01-18,1
2020,"IT1654A",2020-01-19,1
2020,"IT1654A",2020-01-22,1.33333333333333
2020,"IT1654A",2020-01-23,1.4
2020,"IT1654A",2020-01-24,1.8
2020,"IT1654A",2020-01-25,1
2020,"IT1654A",2020-01-26,1
2020,"IT1654A",2020-01-27,1
2020,"IT1654A",2020-01-28,1
2020,"IT1654A",2020-01-29,1
2020,"IT1654A",2020-01-31,1
2020,"IT1654A",2020-02-01,1
2020,"IT1654A",2020-02-03,1.5
2020,"IT1654A",2020-02-04,1
2020,"IT1654A",2020-02-06,1
2020,"IT1654A",2020-02-07,4
2020,"IT1654A",2020-02-08,2
2020,"IT1654A",2020-02-09,3
2020,"IT1654A",2020-02-10,1
2020,"IT1654A",2020-02-11,1
2020,"IT1654A",2020-02-12,1
2020,"IT1654A",2020-02-13,1.33333333333333
2020,"IT1654A",2020-02-14,1.5
2020,"IT1654A",2020-02-15,1.33333333333333
2020,"IT1654A",2020-02-18,1
2020,"IT1654A",2020-02-19,2
2020,"IT1654A",2020-02-20,1.5
2020,"IT1654A",2020-02-21,1
2020,"IT1654A",2020-02-22,1.5
2020,"IT1654A",2020-02-23,1.25
2020,"IT1654A",2020-02-24,1.5
2020,"IT1654A",2020-02-25,1
2020,"IT1654A",2020-02-26,1
2020,"IT1654A",2020-02-27,2
2020,"IT1654A",2020-02-28,1.75
2020,"IT1654A",2020-02-29,3.33333333333333
2020,"IT1654A",2020-03-01,6
2020,"IT1654A",2020-03-03,1
2020,"IT1654A",2020-03-05,1
2020,"IT1654A",2020-03-08,1
2020,"IT1654A",2020-03-09,1
2020,"IT1654A",2020-03-10,1
2020,"IT1654A",2020-03-11,1
2020,"IT1654A",2020-03-12,2
2020,"IT1654A",2020-03-13,1
2020,"IT1654A",2020-03-14,2.33333333333333
2020,"IT1654A",2020-03-16,1
2020,"IT1654A",2020-03-17,1
2020,"IT1654A",2020-03-18,2
2020,"IT1654A",2020-03-19,1
2020,"IT1654A",2020-03-20,1
2020,"IT1654A",2020-03-21,1
2020,"IT1654A",2020-03-22,1
2020,"IT1654A",2020-03-28,1
2020,"IT1654A",2020-03-29,1
2020,"IT1654A",2020-03-30,1
2020,"IT1654A",2020-04-07,1
2020,"IT1654A",2020-04-09,1
2020,"IT1654A",2020-04-16,1
2020,"IT1654A",2020-04-18,1
2020,"IT1654A",2020-04-19,1
2020,"IT1654A",2020-04-20,1
2020,"IT1654A",2020-04-27,1
2020,"IT1654A",2020-04-28,1
2020,"IT1654A",2020-05-11,1
2020,"IT1654A",2020-05-16,1
2020,"IT1654A",2020-05-29,0
2020,"IT1654A",2020-06-01,1
2020,"IT1654A",2020-06-04,1
2020,"IT1654A",2020-06-18,1
2020,"IT1654A",2020-06-22,0
2020,"IT2154A",2020-01-08,2
2020,"IT2154A",2020-01-11,1
2020,"IT2154A",2020-01-12,2
2020,"IT2154A",2020-01-13,2
2020,"IT2154A",2020-01-15,1
2020,"IT2154A",2020-01-23,1
2020,"IT2154A",2020-01-26,1
2020,"IT2154A",2020-01-27,1
2020,"IT2154A",2020-02-08,1
2020,"IT2154A",2020-02-10,1
2020,"IT2154A",2020-02-15,2
2020,"IT2154A",2020-03-17,1
2020,"IT2154A",2020-03-21,1
2020,"IT2154A",2020-04-28,0
2020,"IT2154A",2020-04-29,0
2020,"IT2154A",2020-04-30,0
2020,"IT2154A",2020-05-01,0
2020,"IT2154A",2020-05-02,0
2020,"IT2154A",2020-05-03,0
2020,"IT2154A",2020-05-04,0
2020,"IT2154A",2020-05-05,0
2020,"IT2154A",2020-05-07,0
2020,"IT2154A",2020-05-09,0
2020,"IT2154A",2020-05-10,0
2020,"IT2154A",2020-05-11,0
2020,"IT2154A",2020-05-12,0
2020,"IT2154A",2020-05-13,0
2020,"IT2154A",2020-05-14,0
2020,"IT2154A",2020-05-15,0
2020,"IT2154A",2020-05-16,0
2020,"IT2154A",2020-05-18,0
2020,"IT2154A",2020-05-21,0
2020,"IT2154A",2020-05-22,0
2020,"IT2154A",2020-06-13,0
2020,"IT2154A",2020-06-14,0
2020,"IT2154A",2020-06-16,0
2020,"IT2154A",2020-06-17,0
2020,"IT2154A",2020-06-18,0
2020,"IT2154A",2020-06-19,0
2020,"IT2154A",2020-06-20,0
2020,"IT2154A",2020-06-21,0
2020,"IT2154A",2020-06-28,0
2020,"IT2154A",2020-06-30,0
2020,"IT2183A",2020-01-01,2
2020,"IT2183A",2020-01-02,2
2020,"IT2183A",2020-01-04,1.5
2020,"IT2183A",2020-01-05,2
2020,"IT2183A",2020-01-06,1
2020,"IT2183A",2020-01-07,3
2020,"IT2183A",2020-01-08,2.33333333333333
2020,"IT2183A",2020-01-09,2
2020,"IT2183A",2020-01-11,3
2020,"IT2183A",2020-01-12,1.375
2020,"IT2183A",2020-01-13,4
2020,"IT2183A",2020-01-15,2
2020,"IT2183A",2020-01-16,2
2020,"IT2183A",2020-01-17,3
2020,"IT2183A",2020-01-18,1
2020,"IT2183A",2020-01-19,1
2020,"IT2183A",2020-01-20,1
2020,"IT2183A",2020-01-24,2.5
2020,"IT2183A",2020-01-25,2.5
2020,"IT2183A",2020-01-26,1
2020,"IT2183A",2020-01-27,1
2020,"IT2183A",2020-01-28,1
2020,"IT2183A",2020-01-30,1
2020,"IT2183A",2020-01-31,1.5
2020,"IT2183A",2020-02-01,1
2020,"IT2183A",2020-02-02,1
2020,"IT2183A",2020-02-03,1
2020,"IT2183A",2020-02-04,1
2020,"IT2183A",2020-02-05,2
2020,"IT2183A",2020-02-06,2
2020,"IT2183A",2020-02-07,3
2020,"IT2183A",2020-02-08,1.66666666666667
2020,"IT2183A",2020-02-09,2
2020,"IT2183A",2020-02-10,1
2020,"IT2183A",2020-02-14,1
2020,"IT2183A",2020-02-15,2
2020,"IT2183A",2020-02-16,1
2020,"IT2183A",2020-02-18,1.66666666666667
2020,"IT2183A",2020-02-19,1
2020,"IT2183A",2020-02-21,2
2020,"IT2183A",2020-02-22,1
2020,"IT2183A",2020-02-23,1
2020,"IT2183A",2020-02-24,1
2020,"IT2183A",2020-02-25,1
2020,"IT2183A",2020-02-27,1
2020,"IT2183A",2020-02-28,1.5
2020,"IT2183A",2020-02-29,1
2020,"IT2183A",2020-03-02,1
2020,"IT2183A",2020-03-04,1
2020,"IT2183A",2020-03-05,1.25
2020,"IT2183A",2020-03-06,1
2020,"IT2183A",2020-03-07,1
2020,"IT2183A",2020-03-08,1
2020,"IT2183A",2020-03-09,1
2020,"IT2183A",2020-03-10,1
2020,"IT2183A",2020-03-11,1.25
2020,"IT2183A",2020-03-12,1
2020,"IT2183A",2020-03-14,1
2020,"IT2183A",2020-03-15,1
2020,"IT2183A",2020-03-17,1
2020,"IT2183A",2020-03-18,1
2020,"IT2183A",2020-03-20,1
2020,"IT2183A",2020-03-21,1
2020,"IT2183A",2020-03-22,1
2020,"IT2183A",2020-03-23,1
2020,"IT2183A",2020-03-24,1
2020,"IT2183A",2020-03-25,1
2020,"IT2183A",2020-03-26,1
2020,"IT2183A",2020-03-27,1
2020,"IT2183A",2020-03-28,1.25
2020,"IT2183A",2020-03-29,1
2020,"IT2183A",2020-03-30,1
2020,"IT2183A",2020-04-02,1
2020,"IT2183A",2020-04-03,1
2020,"IT2183A",2020-04-06,1
2020,"IT2183A",2020-04-07,1
2020,"IT2183A",2020-04-08,1
2020,"IT2183A",2020-04-09,1
2020,"IT2183A",2020-04-10,1
2020,"IT2183A",2020-04-13,1
2020,"IT2183A",2020-04-15,1
2020,"IT2183A",2020-04-16,1
2020,"IT2183A",2020-04-18,1
2020,"IT2183A",2020-04-23,1
2020,"IT2183A",2020-04-24,1
2020,"IT2183A",2020-04-25,1
2020,"IT2183A",2020-05-06,1
2020,"IT2183A",2020-05-08,1
2020,"IT2183A",2020-05-19,1
2020,"IT2183A",2020-05-24,0
2020,"IT2183A",2020-05-25,0
2020,"IT2183A",2020-06-02,0
2020,"IT2183A",2020-06-03,0
2020,"IT2183A",2020-06-04,0
2020,"IT2183A",2020-06-05,0
2020,"IT2183A",2020-06-09,0
2020,"IT2183A",2020-06-11,1
2020,"IT2183A",2020-06-14,0
2020,"IT2183A",2020-06-16,0
2020,"IT2183A",2020-06-18,0
2020,"IT2183A",2020-06-19,1
2020,"IT2183A",2020-06-20,0
2020,"IT2183A",2020-06-21,0
2020,"IT2183A",2020-06-22,0
2020,"IT2183A",2020-06-27,0
2020,"IT2183A",2020-06-28,0
2020,"IT2183A",2020-06-30,0
2020,"IT2240A",2020-01-02,8
2020,"IT2240A",2020-01-03,8
2020,"IT2240A",2020-01-05,4
2020,"IT2240A",2020-01-06,4.25
2020,"IT2240A",2020-01-07,3
2020,"IT2240A",2020-01-08,3
2020,"IT2240A",2020-01-10,5.5
2020,"IT2240A",2020-01-11,3
2020,"IT2240A",2020-01-12,2.5
2020,"IT2240A",2020-01-13,7
2020,"IT2240A",2020-01-14,3
2020,"IT2240A",2020-01-15,5.66666666666667
2020,"IT2240A",2020-01-16,2.33333333333333
2020,"IT2240A",2020-01-17,2.66666666666667
2020,"IT2240A",2020-01-18,4.5
2020,"IT2240A",2020-01-19,1
2020,"IT2240A",2020-01-20,1
2020,"IT2240A",2020-01-21,2.75
2020,"IT2240A",2020-01-22,3
2020,"IT2240A",2020-01-23,2
2020,"IT2240A",2020-01-24,2.5
2020,"IT2240A",2020-01-25,2
2020,"IT2240A",2020-01-26,1
2020,"IT2240A",2020-01-27,2
2020,"IT2240A",2020-01-29,4
2020,"IT2240A",2020-01-30,1
2020,"IT2240A",2020-01-31,1
2020,"IT2240A",2020-02-03,1
2020,"IT2240A",2020-02-05,1
2020,"IT2240A",2020-02-06,3.66666666666667
2020,"IT2240A",2020-02-07,3
2020,"IT2240A",2020-02-09,4
2020,"IT2240A",2020-02-12,1.5
2020,"IT2240A",2020-02-14,3
2020,"IT2240A",2020-02-15,1
2020,"IT2240A",2020-02-16,2
2020,"IT2240A",2020-02-17,2
2020,"IT2240A",2020-02-18,2
2020,"IT2240A",2020-02-19,1
2020,"IT2240A",2020-02-20,1
2020,"IT2240A",2020-02-21,2.33333333333333
2020,"IT2240A",2020-02-22,1.4
2020,"IT2240A",2020-02-23,2
2020,"IT2240A",2020-02-24,3
2020,"IT2240A",2020-02-27,1
2020,"IT2240A",2020-02-28,1.66666666666667
2020,"IT2240A",2020-02-29,2.5
2020,"IT2240A",2020-03-01,4
2020,"IT2240A",2020-03-02,1
2020,"IT2240A",2020-03-03,1
2020,"IT2240A",2020-03-04,1.5
2020,"IT2240A",2020-03-05,2
2020,"IT2240A",2020-03-06,1
2020,"IT2240A",2020-03-07,1
2020,"IT2240A",2020-03-08,1
2020,"IT2240A",2020-03-09,2
2020,"IT2240A",2020-03-10,1.6
2020,"IT2240A",2020-03-11,2
2020,"IT2240A",2020-03-12,1.5
2020,"IT2240A",2020-03-13,2
2020,"IT2240A",2020-03-14,1.33333333333333
2020,"IT2240A",2020-03-16,3
2020,"IT2240A",2020-03-18,1
2020,"IT2240A",2020-03-19,3
2020,"IT2240A",2020-03-20,1.33333333333333
2020,"IT2240A",2020-03-21,1.33333333333333
2020,"IT2240A",2020-03-22,1
2020,"IT2240A",2020-03-23,1
2020,"IT2240A",2020-03-24,1.25
2020,"IT2240A",2020-03-27,1
2020,"IT2240A",2020-03-30,1.5
2020,"IT2240A",2020-03-31,1
2020,"IT2240A",2020-04-01,1
2020,"IT2240A",2020-04-02,2
2020,"IT2240A",2020-04-03,1.75
2020,"IT2240A",2020-04-04,1
2020,"IT2240A",2020-04-05,1
2020,"IT2240A",2020-04-06,1.5
2020,"IT2240A",2020-04-07,1.5
2020,"IT2240A",2020-04-08,1.5
2020,"IT2240A",2020-04-09,2
2020,"IT2240A",2020-04-10,1
2020,"IT2240A",2020-04-11,1
2020,"IT2240A",2020-04-12,1
2020,"IT2240A",2020-04-13,1
2020,"IT2240A",2020-04-16,1.33333333333333
2020,"IT2240A",2020-04-18,1
2020,"IT2240A",2020-04-19,1.4
2020,"IT2240A",2020-04-20,1
2020,"IT2240A",2020-04-24,1
2020,"IT2240A",2020-04-28,1
2020,"IT2240A",2020-05-02,0
2020,"IT2240A",2020-05-05,0
2020,"IT2240A",2020-05-14,1
2020,"IT2240A",2020-05-15,3
2020,"IT2240A",2020-05-16,1
2020,"IT2240A",2020-05-18,1
2020,"IT2240A",2020-05-19,1
2020,"IT2240A",2020-05-28,2
2020,"IT2240A",2020-05-30,1
2020,"IT2240A",2020-06-07,1
2020,"IT2240A",2020-06-18,1
2020,"IT2240A",2020-06-26,1
2020,"IT2240A",2020-06-27,1
