"reporting_year","station_eu_code","date","C6H6"
2020,"IT2205A",2020-02-21,0.307
2020,"IT2205A",2020-02-22,0.29
2020,"IT2205A",2020-02-23,0.272
2020,"IT2205A",2020-02-24,0.233
2020,"IT2205A",2020-02-25,0.221
2020,"IT2205A",2020-02-26,0.187
2020,"IT2205A",2020-02-27,0.209
2020,"IT2205A",2020-02-28,0.217
2020,"IT2205A",2020-02-29,0.257
2020,"IT2205A",2020-03-01,0.22
2020,"IT2205A",2020-03-02,0.198
2020,"IT2205A",2020-03-03,0.195
2020,"IT2205A",2020-03-04,0.201
2020,"IT2205A",2020-03-05,0.255
2020,"IT2205A",2020-03-06,0.195
2020,"IT2205A",2020-03-07,0.219
2020,"IT2205A",2020-03-08,0.255
2020,"IT2205A",2020-03-09,0.28
2020,"IT2205A",2020-03-10,0.471
2020,"IT2205A",2020-03-11,0.257
2020,"IT2205A",2020-03-12,0.205
2020,"IT2205A",2020-03-13,0.202
2020,"IT2205A",2020-03-14,0.196
2020,"IT2205A",2020-03-15,0.245
2020,"IT2205A",2020-03-16,0.251
2020,"IT2205A",2020-03-17,0.254
2020,"IT2205A",2020-03-18,0.147
2020,"IT2205A",2020-03-19,0.14
2020,"IT2205A",2020-03-20,0.154
2020,"IT2205A",2020-03-21,1.322
2020,"IT2205A",2020-03-22,0.58
2020,"IT2205A",2020-03-23,0.465
2020,"IT2205A",2020-03-24,0.528
2020,"IT2205A",2020-03-25,0.535
2020,"IT2205A",2020-03-26,0.4
2020,"IT2205A",2020-03-27,0.438
2020,"IT2205A",2020-03-28,0.415
2020,"IT2205A",2020-03-29,0.438
2020,"IT2205A",2020-03-30,0.411
2020,"IT2205A",2020-03-31,0.449
2020,"IT2205A",2020-04-01,0.34
2020,"IT2205A",2020-04-02,0.682
2020,"IT2205A",2020-04-03,0.456
2020,"IT2205A",2020-04-04,0.348
2020,"IT2205A",2020-04-05,0.355
2020,"IT2205A",2020-04-06,0.385
2020,"IT2205A",2020-04-07,0.36
2020,"IT2205A",2020-04-08,0.241
2020,"IT2205A",2020-04-09,0.268
2020,"IT2205A",2020-04-10,0.356
2020,"IT2205A",2020-04-11,0.386
2020,"IT2205A",2020-04-12,0.363
2020,"IT2205A",2020-04-13,0.248
2020,"IT2205A",2020-04-14,0.249
2020,"IT2205A",2020-04-15,9.528
2020,"IT2205A",2020-04-16,0.351
2020,"IT2205A",2020-04-17,0.35
2020,"IT2205A",2020-04-18,0.333
2020,"IT2205A",2020-04-19,0.274
2020,"IT2205A",2020-04-20,0.317
2020,"IT2205A",2020-04-21,0.291
2020,"IT2205A",2020-04-22,0.307
2020,"IT2205A",2020-04-23,0.359
2020,"IT2205A",2020-04-24,0.324
2020,"IT2205A",2020-04-25,0.312
2020,"IT2205A",2020-04-26,0.29
2020,"IT2205A",2020-04-27,1.33
2020,"IT2205A",2020-04-28,0.236
2020,"IT2205A",2020-04-29,0.429
2020,"IT2205A",2020-04-30,0.28
2020,"IT2205A",2020-05-01,0.278
2020,"IT2205A",2020-05-02,0.279
2020,"IT2205A",2020-05-03,0.285
2020,"IT2205A",2020-05-04,0.318
2020,"IT2205A",2020-05-05,0.295
2020,"IT2205A",2020-05-06,0.267
2020,"IT2205A",2020-05-07,0.248
2020,"IT2205A",2020-05-08,0.256
2020,"IT2205A",2020-05-09,0.261
2020,"IT2205A",2020-05-10,0.248
2020,"IT2205A",2020-05-11,0.251
2020,"IT2205A",2020-05-12,0.228
2020,"IT2205A",2020-05-13,0.489
2020,"IT2205A",2020-05-14,0.251
2020,"IT2205A",2020-05-15,0.307
2020,"IT2205A",2020-05-16,0.276
2020,"IT2205A",2020-05-17,0.374
2020,"IT2205A",2020-05-18,0.273
2020,"IT2205A",2020-05-19,0.3
2020,"IT2205A",2020-05-20,0.231
2020,"IT2205A",2020-05-21,0.23
2020,"IT2205A",2020-05-22,0.229
2020,"IT2205A",2020-05-23,0.229
2020,"IT2205A",2020-05-24,0.23
2020,"IT2205A",2020-05-25,0.341
2020,"IT2205A",2020-05-26,0.25
2020,"IT2205A",2020-05-27,1.146
2020,"IT2205A",2020-05-28,0.178
2020,"IT2205A",2020-05-29,0.171
2020,"IT2205A",2020-05-30,0.207
2020,"IT2205A",2020-05-31,0.214
2020,"IT2205A",2020-06-01,0.2
2020,"IT2205A",2020-06-02,0.18
2020,"IT2205A",2020-06-03,0.194
2020,"IT2205A",2020-06-04,0.576
2020,"IT2205A",2020-06-05,0.181
2020,"IT2205A",2020-06-06,0.172
2020,"IT2205A",2020-06-07,0.171
2020,"IT2205A",2020-06-08,0.158
2020,"IT2205A",2020-06-09,0.17
2020,"IT2205A",2020-06-10,0.168
2020,"IT2205A",2020-06-11,1.03
2020,"IT2205A",2020-06-12,0.193
2020,"IT2205A",2020-06-13,0.185
2020,"IT2205A",2020-06-14,0.17
2020,"IT2205A",2020-06-15,0.172
2020,"IT2205A",2020-06-16,0.17
2020,"IT2205A",2020-06-17,0.17
2020,"IT2205A",2020-06-18,0.171
2020,"IT2205A",2020-06-19,0.165
2020,"IT2205A",2020-06-20,0.177
2020,"IT2205A",2020-06-21,0.173
2020,"IT2205A",2020-06-22,0.171
2020,"IT2205A",2020-06-23,1.1
2020,"IT2205A",2020-06-24,0.212
2020,"IT2205A",2020-06-25,0.182
2020,"IT2205A",2020-06-26,0.204
2020,"IT2205A",2020-06-27,0.2
2020,"IT2205A",2020-06-28,0.199
2020,"IT2205A",2020-06-30,0.202
