"reporting_year","station_eu_code","date","CO"
2020,"IT1334A",2020-05-14,0.252
2020,"IT1334A",2020-05-15,0.233
2020,"IT1334A",2020-05-16,0.244
2020,"IT1334A",2020-05-17,0.213
2020,"IT1334A",2020-05-18,0.246
2020,"IT1334A",2020-05-19,0.269
2020,"IT1334A",2020-05-20,0.227
2020,"IT1334A",2020-05-21,0.238
2020,"IT1334A",2020-05-22,0.248
2020,"IT1334A",2020-05-23,0.236
2020,"IT1334A",2020-05-24,0.186
2020,"IT1334A",2020-05-25,0.201
2020,"IT1334A",2020-05-26,0.189
2020,"IT1334A",2020-05-27,0.208
2020,"IT1334A",2020-05-28,0.209
2020,"IT1334A",2020-05-29,0.199
2020,"IT1334A",2020-05-30,0.22
2020,"IT1334A",2020-05-31,0.195
2020,"IT1334A",2020-06-01,0.199
2020,"IT1334A",2020-06-02,0.192
2020,"IT1334A",2020-06-03,0.224
2020,"IT1334A",2020-06-04,0.195
2020,"IT1334A",2020-06-05,0.197
2020,"IT1334A",2020-06-06,0.19
2020,"IT1334A",2020-06-07,0.158
2020,"IT1334A",2020-06-08,0.186
2020,"IT1334A",2020-06-09,0.179
2020,"IT1334A",2020-06-10,0.199
2020,"IT1334A",2020-06-11,0.2
2020,"IT1334A",2020-06-12,0.224
2020,"IT1334A",2020-06-13,0.192
2020,"IT1334A",2020-06-14,0.161
2020,"IT1334A",2020-06-15,0.204
2020,"IT1334A",2020-06-16,0.202
2020,"IT1334A",2020-06-17,0.209
2020,"IT1334A",2020-06-18,0.206
2020,"IT1334A",2020-06-19,0.175
2020,"IT1334A",2020-06-20,0.165
2020,"IT1334A",2020-06-21,0.148
2020,"IT1334A",2020-06-22,0.174
2020,"IT1334A",2020-06-23,0.19
2020,"IT1334A",2020-06-24,0.208
2020,"IT1334A",2020-06-25,0.21
2020,"IT1334A",2020-06-26,0.219
2020,"IT1334A",2020-06-27,0.222
2020,"IT1334A",2020-06-28,0.177
2020,"IT1334A",2020-06-29,0.204
2020,"IT1334A",2020-06-30,0.217
